review_order,priority_group,triage_rank,triage_score,listing_id,address,source_label,recommended_source,recommended_label,coordinate_confidence,best_photo_indices,arcgis_real_tiles,arcgis_placeholder_tiles,best_overhead_candidate,aerial_contact_sheet,mls_contact_sheet,google_best_image,google_contact_sheet,bing_contact_sheet,mapbox_contact_sheet,app_path,review_reason,rights_note
74,A - strong candidate,93,57,10667796,9 PINE Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"2,3,4,5,6,8",0,9,data\aerial\fernie_sparwood\9-pine-avenue-10667796\esri_world_imagery_z19\z19_x94569_y178944.jpg,data\contact_sheets\fernie_sparwood\9-pine-avenue-10667796\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\9-pine-avenue-10667796\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\9-pine-avenue-10667796\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\9-pine-avenue-10667796\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\9-pine-avenue-10667796\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10667796,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down view. Good ground-level yard and rear/side house views, including lawn, hedge, patio, and lot edg…",MLS/listing photos are research-only until rights are verified.
75,A - strong candidate,94,57,10666059,992 8TH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,4,7,8,10,24",0,9,data\aerial\fernie_sparwood\992-8th-avenue-10666059\esri_world_imagery_z19\z19_x94569_y178914.jpg,data\contact_sheets\fernie_sparwood\992-8th-avenue-10666059\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\992-8th-avenue-10666059\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\992-8th-avenue-10666059\google_satellite_z20.jpg,data\alternate_contact_sheets\google\fernie-sparwood\992-8th-avenue-10666059\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\992-8th-avenue-10666059\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10666059,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial. Multiple exterior house-and-yard views; photo 24 is an elevated/deck view outward, useful for contex…",MLS/listing photos are research-only until rights are verified.
76,A - strong candidate,95,53,10663402,11 PARKLAND Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2",0,9,data\aerial\fernie_sparwood\11-parkland-drive-10663402\esri_world_imagery_z19\z19_x94566_y178889.jpg,data\contact_sheets\fernie_sparwood\11-parkland-drive-10663402\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\11-parkland-drive-10663402\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\11-parkland-drive-10663402\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\11-parkland-drive-10663402\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\11-parkland-drive-10663402\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10663402,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photos 3/4 are elevated/scenic mountain views but do not show house with backyard/lot; only front exterior context v…,MLS/listing photos are research-only until rights are verified.
77,A - strong candidate,96,53,10685535,112 PURCELL Place,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"5,29,1,2,3",0,9,data\aerial\cranbrook_kimberley\112-purcell-place-10685535\esri_world_imagery_z19\z19_x93501_y178760.jpg,data\contact_sheets\cranbrook_kimberley\112-purcell-place-10685535\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\112-purcell-place-10685535\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\112-purcell-place-10685535\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\112-purcell-place-10685535\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\cranbrook-kimberley\112-purcell-place-10685535\mapbox_satellite_contact_sheet.jpg,/cranbrook-kimberley#listing-10685535,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 4 is an elevated/scenic area view, not clearly the property. Property photos are mostly ground-level exterior/…",MLS/listing photos are research-only until rights are verified.
78,A - strong candidate,97,53,20020438,1250 VALLEY VIEW Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,27,28,29,30",9,0,data\aerial\fernie_sparwood\1250-valley-view-drive-20020438\esri_world_imagery_z19\z19_x94822_y178377.jpg,data\contact_sheets\fernie_sparwood\1250-valley-view-drive-20020438\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1250-valley-view-drive-20020438\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1250-valley-view-drive-20020438\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1250-valley-view-drive-20020438\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\1250-valley-view-drive-20020438\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-20020438,Vision batch 001: print_mockup_potential=low; best_candidate_tile=none; Center tile is dominated by cul-de-sac pavement with only partial neighboring structures and lawns.; Goal review: no clear aerial/top-down house-plus-yard image. Exterior and deck/yard ph…,MLS/listing photos are research-only until rights are verified.
79,A - strong candidate,98,53,10674183,1274 23RD S Street,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2",0,9,data\aerial\cranbrook_kimberley\1274-23rd-s-street-10674183\esri_world_imagery_z19\z19_x93553_y178967.jpg,data\contact_sheets\cranbrook_kimberley\1274-23rd-s-street-10674183\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\1274-23rd-s-street-10674183\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\1274-23rd-s-street-10674183\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\1274-23rd-s-street-10674183\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\cranbrook-kimberley\1274-23rd-s-street-10674183\mapbox_satellite_contact_sheet.jpg,/cranbrook-kimberley#listing-10674183,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated exterior photos visible. Only ground-level front/entry exterior views; backyard/lot cont…,MLS/listing photos are research-only until rights are verified.
80,A - strong candidate,99,53,10675686,1341 1ST Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2,3,27,28,29,30",0,9,data\aerial\fernie_sparwood\1341-1st-avenue-10675686\esri_world_imagery_z19\z19_x94584_y178914.jpg,data\contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1341-1st-avenue-10675686\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1341-1st-avenue-10675686\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1341-1st-avenue-10675686\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\1341-1st-avenue-10675686\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10675686,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down images. Front exterior and rear/yard snow views exist, but they do not show house and backyard/lo…",MLS/listing photos are research-only until rights are verified.
81,A - strong candidate,100,53,10681443,1391 10TH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,4,5,6,7,8",0,9,data\aerial\fernie_sparwood\1391-10th-avenue-10681443\esri_world_imagery_z19\z19_x94570_y178904.jpg,data\contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1391-10th-avenue-10681443\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1391-10th-avenue-10681443\google_satellite_z20.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1391-10th-avenue-10681443\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\1391-10th-avenue-10681443\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10681443,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial/top-down/elevated view visible. Best candidates are ground-level exterior shots showing house with po…,MLS/listing photos are research-only until rights are verified.
82,A - strong candidate,101,53,10681347,15 MT PROCTOR Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,1,0,9,data\aerial\fernie_sparwood\15-mt-proctor-avenue-10681347\esri_world_imagery_z19\z19_x94555_y178949.jpg,data\contact_sheets\fernie_sparwood\15-mt-proctor-avenue-10681347\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\15-mt-proctor-avenue-10681347\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\15-mt-proctor-avenue-10681347\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\15-mt-proctor-avenue-10681347\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\15-mt-proctor-avenue-10681347\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10681347,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Only one clear exterior/front-yard shot; remainder appears interior-focused.; House and lot are visible; z19 provides better parc…,MLS/listing photos are research-only until rights are verified.
83,A - strong candidate,102,53,10680848,2400 34TH S Avenue,Cranbrook/Kimberley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"1,2,3,4,5,29,30",0,9,data\aerial\cranbrook_kimberley\2400-34th-s-avenue-10680848\esri_world_imagery_z19\z19_x93595_y178966.jpg,data\contact_sheets\cranbrook_kimberley\2400-34th-s-avenue-10680848\aerial_contact_sheet.jpg,data\mls_contact_sheets\cranbrook_kimberley\2400-34th-s-avenue-10680848\mls_contact_sheet.jpg,data\alternate_aerial\google\cranbrook-kimberley\2400-34th-s-avenue-10680848\google_satellite_z19.jpg,data\alternate_contact_sheets\google\cranbrook-kimberley\2400-34th-s-avenue-10680848\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\cranbrook-kimberley\2400-34th-s-avenue-10680848\mapbox_satellite_contact_sheet.jpg,/cranbrook-kimberley#listing-10680848,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Snowy exterior/yard/garage shots plus gazebo/deck area; no clear drone; possible covered spa/gazebo but hot tub not clearly visib…,MLS/listing photos are research-only until rights are verified.
84,A - strong candidate,109,49,10670512,1461 8TH Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"23,24,25,26,27",0,9,data\aerial\fernie_sparwood\1461-8th-avenue-10670512\esri_world_imagery_z19\z19_x94574_y178905.jpg,data\contact_sheets\fernie_sparwood\1461-8th-avenue-10670512\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1461-8th-avenue-10670512\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1461-8th-avenue-10670512\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1461-8th-avenue-10670512\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\fernie-sparwood\1461-8th-avenue-10670512\mapbox_satellite_contact_sheet.jpg,/fernie-sparwood#listing-10670512,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated property overview visible. Rear yard/deck ground-level shots show backyard and house por…,MLS/listing photos are research-only until rights are verified.
85,A - strong candidate,113,37,10675551,1101 6TH Street,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"28,29,30,14,15",0,9,data\aerial\columbia_valley\1101-6th-street-10675551\esri_world_imagery_z19\z19_x93156_y176651.jpg,data\contact_sheets\columbia_valley\1101-6th-street-10675551\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1101-6th-street-10675551\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1101-6th-street-10675551\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1101-6th-street-10675551\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\columbia-valley\1101-6th-street-10675551\mapbox_satellite_contact_sheet.jpg,/columbia-valley#listing-10675551,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no aerial/top-down. Photos 14-15 are elevated deck/view shots; 28-30 show yard/garden/lot a…,MLS/listing photos are research-only until rights are verified.
86,A - strong candidate,116,37,10683098,1440 CANTERBURY Close,Columbia Valley,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"10,8,9,12,11",0,9,data\aerial\columbia_valley\1440-canterbury-close-10683098\esri_world_imagery_z19\z19_x93141_y176661.jpg,data\contact_sheets\columbia_valley\1440-canterbury-close-10683098\aerial_contact_sheet.jpg,data\mls_contact_sheets\columbia_valley\1440-canterbury-close-10683098\mls_contact_sheet.jpg,data\alternate_aerial\google\columbia-valley\1440-canterbury-close-10683098\google_satellite_z19.jpg,data\alternate_contact_sheets\google\columbia-valley\1440-canterbury-close-10683098\google_satellite_contact_sheet.jpg,,data\alternate_contact_sheets\mapbox\columbia-valley\1440-canterbury-close-10683098\mapbox_satellite_contact_sheet.jpg,/columbia-valley#listing-10683098,Vision batch 003: print_mockup_potential=low; best_candidate_tile=none; All aerial tiles show 'Map data not yet available'; no property features visible.; Goal review: no aerial/top-down/elevated views. Multiple ground-level exterior views show rear/side yard…,MLS/listing photos are research-only until rights are verified.
87,A - strong candidate,124,33,10652596,16 CEDAR BOWL Drive,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,"21,22,25,26,27",0,9,data\aerial\fernie_sparwood\16-cedar-bowl-drive-10652596\esri_world_imagery_z19\z19_x94574_y178959.jpg,data\contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\16-cedar-bowl-drive-10652596\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\16-cedar-bowl-drive-10652596\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-10652596,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: several elevated deck/view shots, but they emphasize scenery/yard context and do not clearly show the house and back…",MLS/listing photos are research-only until rights are verified.
88,A - strong candidate,125,33,20043865,1622 11 Avenue,Fernie/Sparwood,google_overhead_house_backyard_candidate,Strong Google overhead,listing,1,0,9,data\aerial\fernie_sparwood\1622-11-avenue-20043865\esri_world_imagery_z19\z19_x94572_y178899.jpg,data\contact_sheets\fernie_sparwood\1622-11-avenue-20043865\aerial_contact_sheet.jpg,data\mls_contact_sheets\fernie_sparwood\1622-11-avenue-20043865\mls_contact_sheet.jpg,data\alternate_aerial\google\fernie-sparwood\1622-11-avenue-20043865\google_satellite_z19.jpg,data\alternate_contact_sheets\google\fernie-sparwood\1622-11-avenue-20043865\google_satellite_contact_sheet.jpg,,,/fernie-sparwood#listing-20043865,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Only visible outdoor candidate is front exterior/driveway in snow; no backyard sequence.; z19 provides the clearest usable elevat…,MLS/listing photos are research-only until rights are verified.
