priority_rank,review_status,source_label,listing_id,address,area,subarea,latitude,longitude,coordinate_confidence,best_overhead_candidate,contact_sheet,aerial_tile_count,image_quality_score_auto,center_tile_bytes,center_tile_brightness,center_tile_contrast,backyard_visibility,overhead_quality,hot_tub_visible,mls_photo_count,source_risk,notes,aerial_placeholder_tiles,aerial_real_tiles
243,blocked_no_aerial_imagery,Fernie/Sparwood,10652596,16 CEDAR BOWL Drive,Kootenay,FE - Fernie,49.489547,-115.06078,listing,data\aerial\fernie_sparwood\16-cedar-bowl-drive-10652596\esri_world_imagery_z19\z19_x94574_y178959.jpg,data\contact_sheets\fernie_sparwood\16-cedar-bowl-drive-10652596\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,28,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
244,blocked_no_aerial_imagery,Fernie/Sparwood,10671641,16 MT MINTON Street,Kootenay,FE - Fernie,49.49640221,-115.07175631,listing,data\aerial\fernie_sparwood\16-mt-minton-street-10671641\esri_world_imagery_z19\z19_x94558_y178944.jpg,data\contact_sheets\fernie_sparwood\16-mt-minton-street-10671641\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,50,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
245,blocked_no_aerial_imagery,Fernie/Sparwood,20043865,1622 11 Avenue,Kootenay,FE - Fernie,49.51666032,-115.06223833,listing,data\aerial\fernie_sparwood\1622-11-avenue-20043865\esri_world_imagery_z19\z19_x94572_y178899.jpg,data\contact_sheets\fernie_sparwood\1622-11-avenue-20043865\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,65,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
246,blocked_no_aerial_imagery,Fernie/Sparwood,10615862,17 ALPINE Trail,Kootenay,FE - Fernie,49.524257,-115.066989,listing,data\aerial\fernie_sparwood\17-alpine-trail-10615862\esri_world_imagery_z19\z19_x94565_y178882.jpg,data\contact_sheets\fernie_sparwood\17-alpine-trail-10615862\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,20,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
247,blocked_no_aerial_imagery,Fernie/Sparwood,10677481,18 ELKVIEW Crescent,Kootenay,FE - Fernie,49.49452715,-115.06670838,listing,data\aerial\fernie_sparwood\18-elkview-crescent-10677481\esri_world_imagery_z19\z19_x94565_y178948.jpg,data\contact_sheets\fernie_sparwood\18-elkview-crescent-10677481\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,29,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
248,blocked_no_aerial_imagery,Fernie/Sparwood,10681575,197 RIDGEMONT Lane,Kootenay,FE - Fernie,49.50479018,-115.05155285,listing,data\aerial\fernie_sparwood\197-ridgemont-lane-10681575\esri_world_imagery_z19\z19_x94588_y178925.jpg,data\contact_sheets\fernie_sparwood\197-ridgemont-lane-10681575\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,9,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
249,blocked_no_aerial_imagery,Fernie/Sparwood,10579894,2 ALLAN GRAHAM Drive,Kootenay,FE - Fernie,49.515037,-115.049982,listing,data\aerial\fernie_sparwood\2-allan-graham-drive-10579894\esri_world_imagery_z19\z19_x94590_y178902.jpg,data\contact_sheets\fernie_sparwood\2-allan-graham-drive-10579894\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,10,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
250,blocked_no_aerial_imagery,Fernie/Sparwood,10681344,2 RIDGEMONT Avenue,Kootenay,FE - Fernie,49.50278295,-115.05519652,listing,data\aerial\fernie_sparwood\2-ridgemont-avenue-10681344\esri_world_imagery_z19\z19_x94582_y178930.jpg,data\contact_sheets\fernie_sparwood\2-ridgemont-avenue-10681344\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,56,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
251,blocked_no_aerial_imagery,Fernie/Sparwood,10644420,20 PINE Crescent,Kootenay,FE - Fernie,49.49636,-115.063483,listing,data\aerial\fernie_sparwood\20-pine-crescent-10644420\esri_world_imagery_z19\z19_x94570_y178944.jpg,data\contact_sheets\fernie_sparwood\20-pine-crescent-10644420\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,20,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
252,blocked_no_aerial_imagery,Fernie/Sparwood,10675368,201 1ST Avenue,Kootenay,FE - Fernie,49.5003602,-115.06319881,listing,data\aerial\fernie_sparwood\201-1st-avenue-10675368\esri_world_imagery_z19\z19_x94571_y178935.jpg,data\contact_sheets\fernie_sparwood\201-1st-avenue-10675368\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,39,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
253,blocked_no_aerial_imagery,Fernie/Sparwood,10654287,21 MT MINTON Street,Kootenay,FE - Fernie,49.495733,-115.070687,listing,data\aerial\fernie_sparwood\21-mt-minton-street-10654287\esri_world_imagery_z19\z19_x94560_y178946.jpg,data\contact_sheets\fernie_sparwood\21-mt-minton-street-10654287\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,38,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
254,blocked_no_aerial_imagery,Fernie/Sparwood,10670943,22 COAL CREEK Road,Kootenay,FE - Fernie,49.49862579,-115.06315522,listing,data\aerial\fernie_sparwood\22-coal-creek-road-10670943\esri_world_imagery_z19\z19_x94571_y178939.jpg,data\contact_sheets\fernie_sparwood\22-coal-creek-road-10670943\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,37,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
255,blocked_no_aerial_imagery,Fernie/Sparwood,10670868,23 RIDGEMONT Drive,Kootenay,FE - Fernie,49.50275115,-115.05450283,listing,data\aerial\fernie_sparwood\23-ridgemont-drive-10670868\esri_world_imagery_z19\z19_x94583_y178930.jpg,data\contact_sheets\fernie_sparwood\23-ridgemont-drive-10670868\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,53,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
256,blocked_no_aerial_imagery,Fernie/Sparwood,10599160,25 SKIFTY MORRIS Way,Kootenay,FE - Fernie,49.514461,-115.050531,listing,data\aerial\fernie_sparwood\25-skifty-morris-way-10599160\esri_world_imagery_z19\z19_x94589_y178904.jpg,data\contact_sheets\fernie_sparwood\25-skifty-morris-way-10599160\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,8,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
257,blocked_no_aerial_imagery,Fernie/Sparwood,10676027,29 RIDGEMONT Drive,Kootenay,FE - Fernie,49.50310644,-115.05460562,listing,data\aerial\fernie_sparwood\29-ridgemont-drive-10676027\esri_world_imagery_z19\z19_x94583_y178929.jpg,data\contact_sheets\fernie_sparwood\29-ridgemont-drive-10676027\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,37,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
258,blocked_no_aerial_imagery,Fernie/Sparwood,20073619,3 Mt Proctor Avenue,Kootenay,FE - Fernie,49.49499926,-115.07360215,listing,data\aerial\fernie_sparwood\3-mt-proctor-avenue-20073619\esri_world_imagery_z19\z19_x94555_y178947.jpg,data\contact_sheets\fernie_sparwood\3-mt-proctor-avenue-20073619\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,17,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
259,blocked_no_aerial_imagery,Fernie/Sparwood,10628923,32 SILVER RIDGE Drive,Kootenay,FE - Fernie,49.498457,-115.05834,listing,data\aerial\fernie_sparwood\32-silver-ridge-drive-10628923\esri_world_imagery_z19\z19_x94578_y178940.jpg,data\contact_sheets\fernie_sparwood\32-silver-ridge-drive-10628923\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,19,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
260,blocked_no_aerial_imagery,Fernie/Sparwood,10629333,37 SILVER RIDGE Drive,Kootenay,FE - Fernie,49.498457,-115.05834,listing,data\aerial\fernie_sparwood\37-silver-ridge-drive-10629333\esri_world_imagery_z19\z19_x94578_y178940.jpg,data\contact_sheets\fernie_sparwood\37-silver-ridge-drive-10629333\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,18,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
261,blocked_no_aerial_imagery,Fernie/Sparwood,10655082,39 ELKVIEW Drive,Kootenay,FE - Fernie,49.494062,-115.070076,listing,data\aerial\fernie_sparwood\39-elkview-drive-10655082\esri_world_imagery_z19\z19_x94561_y178949.jpg,data\contact_sheets\fernie_sparwood\39-elkview-drive-10655082\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,27,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
262,blocked_no_aerial_imagery,Fernie/Sparwood,10666517,4 MT PROCTOR Avenue,Kootenay,FE - Fernie,49.49588292,-115.07424345,listing,data\aerial\fernie_sparwood\4-mt-proctor-avenue-10666517\esri_world_imagery_z19\z19_x94554_y178945.jpg,data\contact_sheets\fernie_sparwood\4-mt-proctor-avenue-10666517\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,57,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
263,blocked_no_aerial_imagery,Fernie/Sparwood,10673661,43 RIDGEMONT Avenue,Kootenay,FE - Fernie,49.50531272,-115.05405861,listing,data\aerial\fernie_sparwood\43-ridgemont-avenue-10673661\esri_world_imagery_z19\z19_x94584_y178924.jpg,data\contact_sheets\fernie_sparwood\43-ridgemont-avenue-10673661\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,43,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
264,blocked_no_aerial_imagery,Fernie/Sparwood,10577345,4495 TIMBERLINE Crescent,Kootenay,FERU - Ski Hill Area,49.4606,-115.077433,listing,data\aerial\fernie_sparwood\4495-timberline-crescent-10577345\esri_world_imagery_z19\z19_x94550_y179024.jpg,data\contact_sheets\fernie_sparwood\4495-timberline-crescent-10577345\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,10,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
265,blocked_no_aerial_imagery,Fernie/Sparwood,10559208,4553 TIMBERLINE Crescent,Kootenay,FERU - Ski Hill Area,49.462111,-115.079121,listing,data\aerial\fernie_sparwood\4553-timberline-crescent-10559208\esri_world_imagery_z19\z19_x94547_y179021.jpg,data\contact_sheets\fernie_sparwood\4553-timberline-crescent-10559208\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,1,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
266,blocked_no_aerial_imagery,Fernie/Sparwood,10545164,4556 TIMBERLINE Crescent,Kootenay,FERU - Ski Hill Area,49.462008,-115.079305,listing,data\aerial\fernie_sparwood\4556-timberline-crescent-10545164\esri_world_imagery_z19\z19_x94547_y179021.jpg,data\contact_sheets\fernie_sparwood\4556-timberline-crescent-10545164\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,7,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
267,blocked_no_aerial_imagery,Fernie/Sparwood,10616755,4584 TIMBERLINE Crescent,Kootenay,FERU - Ski Hill Area,49.46287,-115.082073,listing,data\aerial\fernie_sparwood\4584-timberline-crescent-10616755\esri_world_imagery_z19\z19_x94543_y179019.jpg,data\contact_sheets\fernie_sparwood\4584-timberline-crescent-10616755\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,20,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
268,blocked_no_aerial_imagery,Fernie/Sparwood,10622169,46 COAL CREEK Road,Kootenay,FE - Fernie,49.497231,-115.06049,listing,data\aerial\fernie_sparwood\46-coal-creek-road-10622169\esri_world_imagery_z19\z19_x94575_y178942.jpg,data\contact_sheets\fernie_sparwood\46-coal-creek-road-10622169\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,6,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
269,blocked_no_aerial_imagery,Fernie/Sparwood,10605182,4600 TIMBERLINE Crescent,Kootenay,FERU - Ski Hill Area,49.46364,-115.082022,listing,data\aerial\fernie_sparwood\4600-timberline-crescent-10605182\esri_world_imagery_z19\z19_x94543_y179018.jpg,data\contact_sheets\fernie_sparwood\4600-timberline-crescent-10605182\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,1,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
270,blocked_no_aerial_imagery,Fernie/Sparwood,10676258,49 MT PROCTOR Avenue,Kootenay,FE - Fernie,49.49026649,-115.0736758,listing,data\aerial\fernie_sparwood\49-mt-proctor-avenue-10676258\esri_world_imagery_z19\z19_x94555_y178958.jpg,data\contact_sheets\fernie_sparwood\49-mt-proctor-avenue-10676258\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,44,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
271,blocked_no_aerial_imagery,Fernie/Sparwood,10608316,501-5258 HIGHLINE Drive,Kootenay,FERU - Ski Hill Area,49.464711,-115.088716,listing,data\aerial\fernie_sparwood\501-5258-highline-drive-10608316\esri_world_imagery_z19\z19_x94533_y179015.jpg,data\contact_sheets\fernie_sparwood\501-5258-highline-drive-10608316\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,10,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
272,blocked_no_aerial_imagery,Fernie/Sparwood,10561093,5401 BOOMERANG Way,Kootenay,FERU - Ski Hill Area,49.46657381,-115.08280632,point_geocode,data\aerial\fernie_sparwood\5401-boomerang-way-10561093\esri_world_imagery_z19\z19_x94542_y179011.jpg,data\contact_sheets\fernie_sparwood\5401-boomerang-way-10561093\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,8,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Coordinate fallback applied: 5401 Boomerang Way, Fernie, British Columbia, V0B 1M6 (arcgis_world_geocoder_manual_variant); recollected ArcGIS z19 tiles. Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.",9,0
273,blocked_no_aerial_imagery,Fernie/Sparwood,10660236,55 RIDGEMONT Avenue,Kootenay,FE - Fernie,49.506006,-115.052975,listing,data\aerial\fernie_sparwood\55-ridgemont-avenue-10660236\esri_world_imagery_z19\z19_x94585_y178923.jpg,data\contact_sheets\fernie_sparwood\55-ridgemont-avenue-10660236\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,40,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
274,blocked_no_aerial_imagery,Fernie/Sparwood,10674370,561 6TH Avenue,Kootenay,FE - Fernie,49.50560978,-115.06569396,listing,data\aerial\fernie_sparwood\561-6th-avenue-10674370\esri_world_imagery_z19\z19_x94567_y178923.jpg,data\contact_sheets\fernie_sparwood\561-6th-avenue-10674370\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,32,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
275,blocked_no_aerial_imagery,Fernie/Sparwood,20053873,562 6TH Avenue,Kootenay,FE - Fernie,49.50537721,-115.06535638,listing,data\aerial\fernie_sparwood\562-6th-avenue-20053873\esri_world_imagery_z19\z19_x94567_y178924.jpg,data\contact_sheets\fernie_sparwood\562-6th-avenue-20053873\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,25,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
276,blocked_no_aerial_imagery,Fernie/Sparwood,10665347,592 9TH Avenue,Kootenay,FE - Fernie,49.50703928,-115.06868357,listing,data\aerial\fernie_sparwood\592-9th-avenue-10665347\esri_world_imagery_z19\z19_x94563_y178920.jpg,data\contact_sheets\fernie_sparwood\592-9th-avenue-10665347\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,81,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
277,blocked_no_aerial_imagery,Fernie/Sparwood,10665467,661 3RD Avenue,Kootenay,FE - Fernie,49.5050238,-115.06152084,listing,data\aerial\fernie_sparwood\661-3rd-avenue-10665467\esri_world_imagery_z19\z19_x94573_y178925.jpg,data\contact_sheets\fernie_sparwood\661-3rd-avenue-10665467\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,31,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
278,blocked_no_aerial_imagery,Fernie/Sparwood,10638277,6659 ROSEN LAKE Road,Kootenay,FERU - Jaffray and Vicinity,49.422663,-115.315268,listing,data\aerial\fernie_sparwood\6659-rosen-lake-road-10638277\esri_world_imagery_z19\z19_x94203_y179109.jpg,data\contact_sheets\fernie_sparwood\6659-rosen-lake-road-10638277\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,15,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
279,blocked_no_aerial_imagery,Fernie/Sparwood,20066454,6740 Rosen Lake Road,Kootenay,FERU - Jaffray and Vicinity,49.4010629,-115.26326328,listing,data\aerial\fernie_sparwood\6740-rosen-lake-road-20066454\esri_world_imagery_z19\z19_x94279_y179158.jpg,data\contact_sheets\fernie_sparwood\6740-rosen-lake-road-20066454\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,34,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
280,blocked_no_aerial_imagery,Fernie/Sparwood,10673062,6853 ROSEN LAKE E Road,Kootenay,FERU - Jaffray and Vicinity,49.39397556,-115.25562759,listing,data\aerial\fernie_sparwood\6853-rosen-lake-e-road-10673062\esri_world_imagery_z19\z19_x94290_y179174.jpg,data\contact_sheets\fernie_sparwood\6853-rosen-lake-e-road-10673062\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,48,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
281,blocked_no_aerial_imagery,Fernie/Sparwood,10661891,701A 4TH Avenue,Kootenay,FE - Fernie,49.505891,-115.062521,listing,data\aerial\fernie_sparwood\701a-4th-avenue-10661891\esri_world_imagery_z19\z19_x94572_y178923.jpg,data\contact_sheets\fernie_sparwood\701a-4th-avenue-10661891\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,4,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
282,blocked_no_aerial_imagery,Fernie/Sparwood,20022380,761 4TH Avenue,Kootenay,FE - Fernie,49.50631902,-115.06216895,listing,data\aerial\fernie_sparwood\761-4th-avenue-20022380\esri_world_imagery_z19\z19_x94572_y178922.jpg,data\contact_sheets\fernie_sparwood\761-4th-avenue-20022380\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,28,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
283,blocked_no_aerial_imagery,Fernie/Sparwood,20020418,782 4TH Avenue,Kootenay,FE - Fernie,49.50616999,-115.06124035,listing,data\aerial\fernie_sparwood\782-4th-avenue-20020418\esri_world_imagery_z19\z19_x94573_y178922.jpg,data\contact_sheets\fernie_sparwood\782-4th-avenue-20020418\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,31,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
284,blocked_no_aerial_imagery,Fernie/Sparwood,10682918,79 RIDGEMONT Drive,Kootenay,FE - Fernie,49.50678948,-115.04909858,listing,data\aerial\fernie_sparwood\79-ridgemont-drive-10682918\esri_world_imagery_z19\z19_x94591_y178921.jpg,data\contact_sheets\fernie_sparwood\79-ridgemont-drive-10682918\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,46,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
285,blocked_no_aerial_imagery,Fernie/Sparwood,10636454,791 5TH Avenue,Kootenay,FE - Fernie,49.506654,-115.062807,listing,data\aerial\fernie_sparwood\791-5th-avenue-10636454\esri_world_imagery_z19\z19_x94571_y178921.jpg,data\contact_sheets\fernie_sparwood\791-5th-avenue-10636454\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,14,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
286,blocked_no_aerial_imagery,Fernie/Sparwood,10669856,801A 8TH Street,Kootenay,FE - Fernie,49.50880521,-115.06653065,listing,data\aerial\fernie_sparwood\801a-8th-street-10669856\esri_world_imagery_z19\z19_x94566_y178916.jpg,data\contact_sheets\fernie_sparwood\801a-8th-street-10669856\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,22,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
287,blocked_no_aerial_imagery,Fernie/Sparwood,10614914,802 8TH Avenue,Kootenay,FE - Fernie,49.508459,-115.065543,listing,data\aerial\fernie_sparwood\802-8th-avenue-10614914\esri_world_imagery_z19\z19_x94567_y178917.jpg,data\contact_sheets\fernie_sparwood\802-8th-avenue-10614914\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,10,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
288,blocked_no_aerial_imagery,Fernie/Sparwood,20022908,842 8TH Avenue,Kootenay,FE - Fernie,49.50874718,-115.06534974,listing,data\aerial\fernie_sparwood\842-8th-avenue-20022908\esri_world_imagery_z19\z19_x94567_y178916.jpg,data\contact_sheets\fernie_sparwood\842-8th-avenue-20022908\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,42,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
289,blocked_no_aerial_imagery,Fernie/Sparwood,10666129,862 10TH Avenue,Kootenay,FE - Fernie,49.50985745,-115.06740354,listing,data\aerial\fernie_sparwood\862-10th-avenue-10666129\esri_world_imagery_z19\z19_x94564_y178914.jpg,data\contact_sheets\fernie_sparwood\862-10th-avenue-10666129\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,33,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
290,blocked_no_aerial_imagery,Fernie/Sparwood,10669621,9 ELKVIEW Place,Kootenay,FE - Fernie,49.49525312,-115.07059684,listing,data\aerial\fernie_sparwood\9-elkview-place-10669621\esri_world_imagery_z19\z19_x94560_y178947.jpg,data\contact_sheets\fernie_sparwood\9-elkview-place-10669621\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,25,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
291,blocked_no_aerial_imagery,Fernie/Sparwood,10667796,9 PINE Avenue,Kootenay,FE - Fernie,49.49658341,-115.06405254,listing,data\aerial\fernie_sparwood\9-pine-avenue-10667796\esri_world_imagery_z19\z19_x94569_y178944.jpg,data\contact_sheets\fernie_sparwood\9-pine-avenue-10667796\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,29,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
292,blocked_no_aerial_imagery,Fernie/Sparwood,10668743,921 11TH Avenue,Kootenay,FE - Fernie,49.51108253,-115.06850007,listing,data\aerial\fernie_sparwood\921-11th-avenue-10668743\esri_world_imagery_z19\z19_x94563_y178911.jpg,data\contact_sheets\fernie_sparwood\921-11th-avenue-10668743\aerial_contact_sheet.jpg,9,7,2521,204.7,5.4,unclear,poor,unclear,50,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.,9,0
