triage_rank,triage_score,listing_id,address,source_label,area,subarea,coordinate_confidence,latitude,longitude,recommended_source,aerial_coverage_goal,best_overhead_candidate,aerial_contact_sheet,aerial_review_status,aerial_backyard_visibility,aerial_overhead_quality,aerial_real_tiles,aerial_placeholder_tiles,mls_contact_sheet,mls_photo_count,mls_backyard_photos,mls_drone_or_aerial,mls_best_photo_indices,mls_candidate_strength,hot_tub_or_pool_signal,source_risk,notes
91,8,20078342,209 31st Avenue S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50721928,-115.73847781,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\209-31st-avenue-s-20078342\esri_world_imagery_z19\z19_x93587_y178920.jpg,data\contact_sheets\cranbrook_kimberley\209-31st-avenue-s-20078342\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\209-31st-avenue-s-20078342\mls_contact_sheet.jpg,30,yes,no,"30,1,29,28",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial or elevated house/backyard photo. Photo 30 shows backyard/yard; photo 1 shows front exterior; photos 28/29 show patio area.
92,8,10670868,23 RIDGEMONT Drive,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50275115,-115.05450283,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\23-ridgemont-drive-10670868\esri_world_imagery_z19\z19_x94583_y178930.jpg,data\contact_sheets\fernie_sparwood\23-ridgemont-drive-10670868\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\23-ridgemont-drive-10670868\mls_contact_sheet.jpg,30,yes,no,"1,2,3",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated lot view found. Best candidates are ground-level front exterior views showing house and some yard/setting, but not backyard/lot together."
93,8,20043585,254 305TH Avenue,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.63815896,-115.95803302,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\254-305th-avenue-20043585\esri_world_imagery_z19\z19_x93267_y178626.jpg,data\contact_sheets\cranbrook_kimberley\254-305th-avenue-20043585\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\254-305th-avenue-20043585\mls_contact_sheet.jpg,30,yes,no,"1,2",low,no,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Outdoor content appears limited to front exterior/driveway and landscaping; no backyard or aerial visible.
94,8,10672111,2577 SANDSTONE Circle,Columbia Valley,Kootenay,IN - Invermere,listing,50.47894678,-116.04174217,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\2577-sandstone-circle-10672111\esri_world_imagery_z19\z19_x93145_y176718.jpg,data\contact_sheets\columbia_valley\2577-sandstone-circle-10672111\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2577-sandstone-circle-10672111\mls_contact_sheet.jpg,30,yes,no,"4,6,9",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated lot view visible. Best candidates are ground-level exterior/front and patio/pergola views; house and backyard/lot are not well shown together.
95,8,10680456,2580 SANDSTONE View,Columbia Valley,Kootenay,IN - Invermere,listing,50.47808227,-116.04208608,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\2580-sandstone-view-10680456\esri_world_imagery_z19\z19_x93145_y176720.jpg,data\contact_sheets\columbia_valley\2580-sandstone-view-10680456\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2580-sandstone-view-10680456\mls_contact_sheet.jpg,30,yes,no,"7,1,3,6,8",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no true aerial/top-down/elevated house+yard view. Best available are front exterior and patio/deck/yard-adjacent views, but lot context is limited."
96,8,10671250,2588 LEDGEROCK Ridge,Columbia Valley,Kootenay,IN - Invermere,listing,50.47752546,-116.03982505,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\2588-ledgerock-ridge-10671250\esri_world_imagery_z19\z19_x93148_y176722.jpg,data\contact_sheets\columbia_valley\2588-ledgerock-ridge-10671250\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\2588-ledgerock-ridge-10671250\mls_contact_sheet.jpg,30,yes,no,"1,2,3,4",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial or elevated backyard/lot overview visible. Front/driveway/exterior shots show house and some landscaping only.
97,8,20042580,2850 BLACK BEAR Crescent,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.66264548,-115.9655626,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\2850-black-bear-crescent-20042580\esri_world_imagery_z19\z19_x93256_y178571.jpg,data\contact_sheets\cranbrook_kimberley\2850-black-bear-crescent-20042580\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\2850-black-bear-crescent-20042580\mls_contact_sheet.jpg,30,yes,no,"1,3,4",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: ground-level cabin/lot exterior views only; no aerial, top-down, or elevated house-plus-backyard overview."
98,8,20063623,3101 5th Street S,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.50395059,-115.73770981,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\3101-5th-street-s-20063623\esri_world_imagery_z19\z19_x93588_y178927.jpg,data\contact_sheets\cranbrook_kimberley\3101-5th-street-s-20063623\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\3101-5th-street-s-20063623\mls_contact_sheet.jpg,30,yes,no,"3,1,2",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/elevated or backyard lot overview visible. Photos 1-3 are ground-level front/side exterior views with limited yard context.
99,8,10666517,4 MT PROCTOR Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.49588292,-115.07424345,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\4-mt-proctor-avenue-10666517\esri_world_imagery_z19\z19_x94554_y178945.jpg,data\contact_sheets\fernie_sparwood\4-mt-proctor-avenue-10666517\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\4-mt-proctor-avenue-10666517\mls_contact_sheet.jpg,30,yes,no,"1,2",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: only ground-level front/exterior candidates visible; no aerial/elevated or backyard/lot overview showing house and yard together.
100,8,20048760,438 ALPINE Crescent,Cranbrook/Kimberley,Kootenay,KI - Alpine Resort Area,listing,49.68646703,-115.99035045,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\438-alpine-crescent-20048760\esri_world_imagery_z19\z19_x93220_y178517.jpg,data\contact_sheets\cranbrook_kimberley\438-alpine-crescent-20048760\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\438-alpine-crescent-20048760\mls_contact_sheet.jpg,30,yes,no,"1,3,2,4",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photos 2/4 are elevated/scenic views but do not show the house and backyard together. Photo 1 shows front exterior/driveway; photo 3 shows deck/covered outdoor area.
101,8,10682881,447 CROWNE RISE Forest,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.64134664,-115.97777627,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\447-crowne-rise-forest-10682881\esri_world_imagery_z19\z19_x93239_y178619.jpg,data\contact_sheets\cranbrook_kimberley\447-crowne-rise-forest-10682881\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\447-crowne-rise-forest-10682881\mls_contact_sheet.jpg,30,yes,no,"1,2,3,4,15",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down. Exterior photos are ground-level front/driveway views; photo 15 is elevated deck/outlook but does not show full house and backyard/lot together.
102,8,10644065,4806 HOLLAND CREEK RIDGE Road,Columbia Valley,Kootenay,INRU - Windermere,listing,50.49683,-116.003848,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\4806-holland-creek-ridge-road-10644065\esri_world_imagery_z19\z19_x93201_y176678.jpg,data\contact_sheets\columbia_valley\4806-holland-creek-ridge-road-10644065\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\4806-holland-creek-ridge-road-10644065\mls_contact_sheet.jpg,30,yes,no,1,low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: only front exterior in wooded setting; does not show backyard/lot together from aerial or elevated angle.
103,8,10660236,55 RIDGEMONT Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.506006,-115.052975,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\55-ridgemont-avenue-10660236\esri_world_imagery_z19\z19_x94585_y178923.jpg,data\contact_sheets\fernie_sparwood\55-ridgemont-avenue-10660236\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\55-ridgemont-avenue-10660236\mls_contact_sheet.jpg,30,yes,no,"1,30",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down/elevated house-and-lot view found. Photo 1 shows house with front lawn; photo 30 shows backyard/patio/trees but not house and lot together.
104,8,10665347,592 9TH Avenue,Fernie/Sparwood,Kootenay,FE - Fernie,listing,49.50703928,-115.06868357,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\fernie_sparwood\592-9th-avenue-10665347\esri_world_imagery_z19\z19_x94563_y178920.jpg,data\contact_sheets\fernie_sparwood\592-9th-avenue-10665347\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\fernie_sparwood\592-9th-avenue-10665347\mls_contact_sheet.jpg,30,yes,no,"10,11,13,4,5",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: good ground-level exterior/yard context, especially rear/side, but no aerial/top-down/elevated overview visible."
105,8,10660875,5938 COLUMBIA LAKE Road,Columbia Valley,Kootenay,INRU - Fairmont/Columbia Lake,listing,50.286178,-115.886022,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\5938-columbia-lake-road-10660875\esri_world_imagery_z19\z19_x93372_y177159.jpg,data\contact_sheets\columbia_valley\5938-columbia-lake-road-10660875\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\5938-columbia-lake-road-10660875\mls_contact_sheet.jpg,30,yes,no,"5,6,1",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/top-down view showing house and lot together. Photos 4/15/16 are elevated/deck views of yard/trees but do not show the house. Closest house-plus-setting views are ground-level exteriors 5, 6, 1."
106,8,20081980,606 302nd Street,Cranbrook/Kimberley,Kootenay,KI - Marysville,listing,49.63917519,-115.95614403,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\606-302nd-street-20081980\esri_world_imagery_z19\z19_x93270_y178624.jpg,data\contact_sheets\cranbrook_kimberley\606-302nd-street-20081980\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\606-302nd-street-20081980\mls_contact_sheet.jpg,30,yes,no,"4,3,1",low,not_reviewed_for_this_goal,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 4 is the only elevated/backyard-oriented view, showing yard/garage area but not the full house and backyard together. Photos 1/3 show exterior/lot context from ground level."
107,8,20037931,610 PONDEROSA Drive,Cranbrook/Kimberley,Kootenay,KI - Kimberley,listing,49.64068006,-115.97712875,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\610-ponderosa-drive-20037931\esri_world_imagery_z19\z19_x93240_y178620.jpg,data\contact_sheets\cranbrook_kimberley\610-ponderosa-drive-20037931\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\610-ponderosa-drive-20037931\mls_contact_sheet.jpg,30,yes,no,3,low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: elevated/balcony-style views show yard/lot area but do not show house and backyard/lot together from above; no true aerial.
108,8,10669795,7043 ELK RIDGE Road,Columbia Valley,Kootenay,RA - Radium Hot Springs,listing,50.64221689,-116.07837293,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\7043-elk-ridge-road-10669795\esri_world_imagery_z19\z19_x93092_y176344.jpg,data\contact_sheets\columbia_valley\7043-elk-ridge-road-10669795\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\7043-elk-ridge-road-10669795\mls_contact_sheet.jpg,30,yes,no,1,low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/elevated backyard or lot overview visible. Only front driveway/exterior context appears relevant.
109,8,10662424,7503 SUN VALLEY Place,Columbia Valley,Kootenay,RA - Radium Hot Springs,listing,50.619464,-116.086718,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\columbia_valley\7503-sun-valley-place-10662424\esri_world_imagery_z19\z19_x93080_y176396.jpg,data\contact_sheets\columbia_valley\7503-sun-valley-place-10662424\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\columbia_valley\7503-sun-valley-place-10662424\mls_contact_sheet.jpg,30,yes,no,"1,2,3,16",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: photo 16 is an elevated/open-view shot but does not include house; photos 1/2 show front/driveway only with limited lot context.
110,8,20086371,87-1401 Willowbrook Drive N,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook North,listing,49.52527565,-115.74701239,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\esri_world_imagery_z19\z19_x93575_y178879.jpg,data\contact_sheets\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\87-1401-willowbrook-drive-n-20086371\mls_contact_sheet.jpg,30,yes,no,"1,2,21,22,23",low,not_reviewed_for_this_goal,research_only_verify_license,Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Goal review: no aerial/elevated overview. Photos 1/2 provide front/side house and lawn context; photos 21-23 show deck/patio areas but not a comprehensive house-plus-backyard/lot view.
111,8,10680439,913 17TH S Street,Cranbrook/Kimberley,Kootenay,CRAN - Cranbrook South,listing,49.4925857,-115.7682942,blocked_arcgis_no_imagery,no_arcgis_overhead_available,data\aerial\cranbrook_kimberley\913-17th-s-street-10680439\esri_world_imagery_z19\z19_x93544_y178953.jpg,data\contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\aerial_contact_sheet.jpg,blocked_no_aerial_imagery,unclear,poor,0,9,data\mls_contact_sheets\cranbrook_kimberley\913-17th-s-street-10680439\mls_contact_sheet.jpg,30,yes,no,"1,2",low,no,research_only_verify_license,"Automated placeholder detection: all aerial tiles appear to be Esri no-imagery placeholders; use MLS/contact-sheet path instead.; Only front driveway/exterior visible; no backyard, aerial, pool, or hot tub marketing photos apparent."
